"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cerapoda"
"Access Time","Fri 2017-02-03 21:14:25 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cerapoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.154"
"Records Found","3991"
"Records Returned","3991"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"362583","occ","","","34311","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","9017"
"362736","occ","","","34319","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","9017"
"362793","occ","","","34320","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","9017"
"362794","occ","","","34320","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","9017"
"363229","occ","","","34321","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","9017"
"363658","occ","","","34322","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","9017"
"363659","occ","","","34322","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","9017"
"367432","occ","","","34743","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Early Maastrichtian","","70.6","66","9230"
"367433","occ","","","34743","Lambeosaurinae ? indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Early Maastrichtian","","70.6","66","9230"
"367434","occ","13284","","34744","Pachyrhinosaurus canadensis","species","66023","","Pachyrhinosaurus canadensis","species","66023","Early Maastrichtian","","70.6","66","14096"
"367435","occ","17812","","34744","Edmontosaurus sp.","genus","38761","","Edmontosaurus","genus","38761","Early Maastrichtian","","70.6","66","17034"
"367437","occ","","","34745","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","9232"
"367440","occ","","","34747","Leptoceratops gracilis","species","52827","","Leptoceratops gracilis","species","52827","Maastrichtian","","72.1","66","9234"
"368113","occ","","","34826","Pentaceratops sternbergii","species","55033","","Pentaceratops sternbergii","species","55033","Late Campanian","","83.5","70.6","9303"
"368120","occ","","","34827","Pentaceratops sternbergii","species","55033","","Pentaceratops sternbergii","species","55033","Late Campanian","","83.5","70.6","9303"
"368121","occ","","","34828","Pentaceratops sternbergii","species","55033","","Pentaceratops sternbergii","species","55033","Late Campanian","","83.5","70.6","9303"
"372365","occ","","","35251","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","9477"
"372366","occ","","","35251","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Maastrichtian","","72.1","66","9477"
"372796","occ","","","35283","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Hettangian","Pliensbachian","201.3","182.7","9499"
"372797","occ","","","35283","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Hettangian","Pliensbachian","201.3","182.7","9499"
"372799","occ","","","35283","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Hettangian","Pliensbachian","201.3","182.7","9499"
"372800","occ","","","35283","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Hettangian","Pliensbachian","201.3","182.7","9499"
"372856","occ","","","35290","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Late Campanian","Early Maastrichtian","83.5","66","9506"
"372894","occ","","","35298","Iguanodon n. sp. hillii","species","55645","nomen dubium","Hadrosauroidea","superfamily","52811","Middle Cenomanian","Late Cenomanian","99.6","93.5","9523"
"373602","occ","","","35360","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Campanian","","83.5","70.6","9545"
"374082","occ","","","35367","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","9554"
"374083","occ","","","35367","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Campanian","","83.6","72.1","9554"
"374384","occ","23430","","35379","cf. Mojoceratops sp.","genus","170958","","Mojoceratops","genus","170958","Late Campanian","","83.5","70.6","33878"
"376511","occ","30777","","35510","Triceratops n. sp. maximus","species","56142","nomen dubium","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","9592"
"376512","occ","","","35511","Styracosaurus n. sp. parksi","species","56143","subjective synonym of","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","9593"
"376584","occ","30599","","35518","n. gen. Kritosaurus n. sp. navajovius","species","53196","","Kritosaurus navajovius","species","53196","Late Campanian","","83.5","70.6","9596"
"376586","occ","","","35518","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Campanian","","83.5","70.6","9596"
"378105","occ","","","35707","Centrosaurinae ? indet.","subfamily","53953","","Centrosaurinae","subfamily","53953","Late Campanian","","83.5","70.6","9628"
"378112","occ","","","35707","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","9628"
"379791","occ","","F","35924","Ovaloolithus sp.","genus","56741","","Ovaloolithus","genus","56741","Coniacian","Santonian","89.8","83.6","9655"
"379966","occ","","","35966","Tanius sinensis","species","53379","","Tanius sinensis","species","53379","Campanian","","83.6","72.1","18021"
"379968","occ","","","35968","Dryosaurus sp.","genus","38731","","Dryosaurus","genus","38731","Early Kimmeridgian","","155.7","150.8","9662"
"380914","occ","","","36158","Psittacosaurus n. sp. sattayaraki","species","56416","nomen dubium","Ceratopsia","unranked clade","38842","Aptian","Albian","125","100.5","9703"
"381750","occ","","","36234","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Maastrichtian","","72.1","66","9715"
"381763","occ","","IF","36238","n. gen. Ligabueichnium n. sp. bolivianum","species","165603","","Ligabueichnium bolivianum","species","165603","Late Campanian","","83.5","70.6","59104"
"382113","occ","","","36264","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","9723"
"382114","occ","","","36264","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","9723"
"382137","occ","","","36268","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Kimmeridgian","Tithonian","157.3","145","9734"
"382139","occ","32408","","36269","n. gen. Naashoibitosaurus n. sp. ostromi","species","66595","","Naashoibitosaurus ostromi","species","66595","Late Campanian","","83.5","70.6","1965"
"382145","occ","","","36270","Ornithopoda ? indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Late Jurassic","","163.5","145","9738"
"382515","occ","21759","","36367","Iguanodontidae indet.","family","38744","","Iguanodontidae","family","38744","Late Hauterivian","","136.4","130","29947"
"382520","occ","31366","","36368","Valdosaurus ? sp.","genus","38733","","Valdosaurus","genus","38733","Early Barremian","","130","125.45","55500"
"382521","occ","27194","","36369","n. gen. Gideonmantellia n. sp. amosanjuanae","species","242782","","Gideonmantellia amosanjuanae","species","242782","Early Barremian","","130","125.45","42439"
"382589","occ","31736","","36381","cf. Orthomerus sp.","genus","38780","nomen dubium","Hadrosauridae","family","38755","Late Maastrichtian","","70.6","66","56237"
"382590","occ","","","36382","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Maastrichtian","","70.6","66","54836"
"383891","occ","","","36541","Pachycephalosauridae ? indet.","family","38783","","Pachycephalosauridae","family","38783","Late Campanian","","83.5","70.6","9765"
"383892","occ","","","36541","Kritosaurus navajovius","species","53196","","Kritosaurus navajovius","species","53196","Late Campanian","","83.5","70.6","9765"
"384550","occ","","","36608","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","9814"
"387357","occ","","","37009","Protoceratops andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","9902"
"387359","occ","26820","","37010","Protoceratopsidae indet.","family","38845","","Protoceratopsidae","family","38845","Campanian","Maastrichtian","83.6","66","41004"
"387369","occ","","","37013","Protoceratops andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","9901"
"387388","occ","","","37016","Protoceratops andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","9901"
"387397","occ","","","37019","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Campanian","Maastrichtian","83.6","66","9901"
"387401","occ","","","37020","Saurolophus angustirostris","species","64295","","Saurolophus angustirostris","species","64295","Campanian","Maastrichtian","83.6","66","9899"
"387405","occ","","","37022","Protoceratops sp.","genus","38848","","Protoceratops","genus","38848","Campanian","","83.6","72.1","9899"
"387407","occ","26821","","37022","Protoceratopsidae indet.","family","38845","","Protoceratopsidae","family","38845","Campanian","","83.6","72.1","41004"
"388944","occ","","","28406","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","9559"
"388972","occ","","","37199","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Late Campanian","","83.5","70.6","9559"
"388983","occ","","","28765","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Late Campanian","","83.5","70.6","9559"
"389054","occ","","","37184","Bagaceratops sp.","genus","38846","","Bagaceratops","genus","38846","Campanian","Maastrichtian","83.6","66","5757"
"391680","occ","","","37596","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Callovian","","166.1","163.5","10054"
"391696","occ","","","37597","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Callovian","","166.1","163.5","10054"
"392710","occ","18105","","22689","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Late Santonian","Early Campanian","85.8","70.6","17718"
"392728","occ","","","22689","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Late Santonian","Early Campanian","85.8","70.6","9812"
"392730","occ","","","22689","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Santonian","Early Campanian","85.8","70.6","9812"
"393070","occ","","","37806","Protoceratops n. sp. hellenikorhinus","species","57342","","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"393080","occ","","","37811","n. gen. Charonosaurus n. sp. jiayinensis","species","64259","","Charonosaurus jiayinensis","species","64259","Late Maastrichtian","","70.6","66","10082"
"393105","occ","","","22659","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","10086"
"395217","occ","","","38020","n. gen. Fukuisaurus n. sp. tetoriensis","species","68189","","Fukuisaurus tetoriensis","species","68189","Barremian","","129.4","125","10136"
"395218","occ","","","38020","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Barremian","","129.4","125","10133"
"396863","occ","18099","","38134","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Late Maastrichtian","","70.6","66","17707"
"396864","occ","17735","","38134","n. gen. Olorotitan n. sp. arharensis","species","72095","","Olorotitan arharensis","species","72095","Late Maastrichtian","","70.6","66","16832"
"396875","occ","","","38138","n. gen. Nipponosaurus n. sp. sachalinensis","species","56972","","Nipponosaurus sachalinensis","species","56972","Late Santonian","Early Campanian","85.8","70.6","10243"
"401696","occ","","","38535","n. gen. Serendipaceratops n. sp. arthurcclarkei","species","57098","","Serendipaceratops arthurcclarkei","species","57098","Aptian","","125","113","10340"
"401697","occ","18982","","38534","Leaellynasaura amicagraphica","species","57102","","Leaellynasaura amicagraphica","species","57102","Late Aptian","Early Albian","122.46","109","10342"
"401698","occ","18983","","38534","n. gen. Atlascopcosaurus n. sp. loadsi","species","57104","nomen dubium","Ornithopoda","unranked clade","38713","Late Aptian","Early Albian","122.46","109","10342"
"401699","occ","23122","","38534","Iguanodontia indet.","unranked clade","144577","","Iguanodontia","unranked clade","52805","Late Aptian","Early Albian","122.46","109","32702"
"401700","occ","23123","","38534","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Aptian","Early Albian","122.46","109","32702"
"401703","occ","23124","","38535","Iguanodontia indet.","unranked clade","144577","","Iguanodontia","unranked clade","52805","Aptian","","125","113","32702"
"401704","occ","23125","","38536","Ornithopoda indet.","unranked clade","325919","","Ornithopoda","unranked clade","38713","Early Cretaceous","","145","100.5","32702"
"401706","occ","18980","","38537","Leaellynasaura amicagraphica","species","57102","","Leaellynasaura amicagraphica","species","57102","Late Aptian","Early Albian","122.46","109","10342"
"401707","occ","18981","","38537","Atlascopcosaurus loadsi","species","57104","nomen dubium","Ornithopoda","unranked clade","38713","Late Aptian","Early Albian","122.46","109","10342"
"401711","occ","23126","","38538","Iguanodontia indet.","unranked clade","144577","","Iguanodontia","unranked clade","52805","Aptian","","125","113","32702"
"401720","occ","18986","","38540","Atlascopcosaurus loadsi","species","57104","nomen dubium","Ornithopoda","unranked clade","38713","Late Aptian","Early Albian","122.46","109","10342"
"401728","occ","18984","","38542","Atlascopcosaurus loadsi","species","57104","nomen dubium","Ornithopoda","unranked clade","38713","Late Aptian","Early Albian","122.46","109","10342"
"401729","occ","18985","","38542","n. gen. Leaellynasaura n. sp. amicagraphica","species","57102","","Leaellynasaura amicagraphica","species","57102","Late Aptian","Early Albian","122.46","109","10342"
"401730","occ","23129","","38542","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Aptian","Early Albian","122.46","109","32702"
"401747","occ","","","38539","n. gen. Fulgurotherium n. sp. australe","species","57105","nomen dubium","Iguanodontia","unranked clade","52805","Albian","","113","100.5","29483"
"401748","occ","23130","","38539","Ornithopoda indet.","unranked clade","325919","","Ornithopoda","unranked clade","38713","Albian","","113","100.5","32702"
"401752","occ","","","38544","Triceratops ? sp.","genus","38862","","Triceratops","genus","38862","Maastrichtian","","72.1","66","10351"
"403035","occ","","","38682","Hypsilophodontidae indet.","family","38734","","Hypsilophodontidae","family","38734","Cenomanian","","100.5","93.9","10388"
"403036","occ","","","38682","Iguanodon ? sp.","genus","38749","","Iguanodon","genus","38749","Cenomanian","","100.5","93.9","10388"
"403118","occ","","","24563","n. gen. Phyllodon n. sp. henkeli","species","64677","nomen dubium","Ornithopoda","unranked clade","38713","Kimmeridgian","","157.3","152.1","23379"
"403119","occ","18001","","24563","Iguanodontia indet.","unranked clade","52805","","Iguanodontia","unranked clade","52805","Kimmeridgian","","157.3","152.1","10385"
"403162","occ","","","38682","cf. Ouranosaurus sp.","genus","38751","","Ouranosaurus","genus","38751","Cenomanian","","100.5","93.9","10388"
"403167","occ","","","38682","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Cenomanian","","100.5","93.9","19438"
"404785","occ","32642","","38021","n. gen. Barsboldia n. sp. sicinskii","species","67253","","Barsboldia sicinskii","species","67253","Campanian","Maastrichtian","83.6","66","9907"
"404794","occ","11764","","13776","n. gen. Lamaceratops n. sp. tereschenkoi","species","58849","","Lamaceratops tereschenkoi","species","58849","Campanian","","83.6","72.1","11744"
"404797","occ","","","28243","Protoceratops sp.","genus","38848","","Protoceratops","genus","38848","Middle Campanian","","83.5","70.6","10453"
"404936","occ","","","38829","Protoceratops hellenikorhinus","species","57342","","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"404938","occ","","","38830","Protoceratops hellenikorhinus","species","57342","","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"404940","occ","","","38831","Protoceratops hellenikorhinus","species","57342","","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
